id,localizacion,latitud,longitud,magnitud,time,profundidad,mes,ano,estado,estatus,hora,minuto
1393,106 km al SURESTE de SAN FELIPE,30.3785,-114.027,5.3,0.484189815,20,3,2014,BC,revisado,11,37
1394,102 km al SURESTE de SAN FELIPE,30.4243,-114.024,5.1,0.493206019,5,3,2014,BC,revisado,11,50
1395,101 km al SURESTE de SAN FELIPE,30.3902,-114.084,5.6,0.790416667,17.1,3,2014,BC,revisado,18,58
1396,61 km al SUROESTE de PETATLAN,17.011,-101.46,7.2,0.393993056,18,4,2014,GRO,revisado,9,27
1397,21 km al SUR de PETATLAN,17.348,-101.31,5.2,0.415451389,18,4,2014,GRO,revisado,9,58
1398,59 km al SUROESTE de CD HIDALGO,14.2047,-92.3935,5,0.356469907,91.4,4,2014,CHIS,revisado,8,33
1399,63 km al NORESTE de MATIAS ROMERO,17.3438,-94.7162,5,0.589189815,130,5,2014,OAX,revisado,14,8
1400,40 km al SUROESTE de TECPAN,16.986,-100.916,6.5,0.500162037,10,5,2014,GRO,revisado,12,0
1401,18 km al NOROESTE de TECPAN,17.3428,-100.745,5.1,0.511481481,33,5,2014,GRO,revisado,12,16
1402,35 km al SUROESTE de TECPAN,17.036,-100.893,6.1,0.108333333,10,5,2014,GRO,revisado,2,36
1403,37 km al SURESTE de ARCELIA,18.0328,-100.095,5,0.860578704,53.8,5,2014,GRO,revisado,20,39
1404,28 km al NORTE de MATIAS ROMERO,17.1215,-95.0733,5.8,0.212673611,120.3,5,2014,OAX,revisado,5,6
1405,83 km al SUROESTE de CD HIDALGO,13.9635,-92.3697,5,0.422986111,27.9,5,2014,CHIS,revisado,10,9
1406,41 km al SUROESTE de PINOTEPA NACIONAL,16.2002,-98.4073,5.7,0.142199074,4.5,5,2014,OAX,revisado,3,24
1407,283 km al SUROESTE de PUERTO VALLARTA,18.9967,-107.33,6.2,0.287372685,10,5,2014,JAL,revisado,6,53
1408,32 km al NORESTE de CACAHOATAN,15.1515,-91.9198,5,0.211469907,10,6,2014,CHIS,revisado,5,4
1409,43 km al SUROESTE de TAPACHULA,14.6502,-92.5572,6.9,0.266655093,56.7,7,2014,CHIS,revisado,6,23
1410,45 km al SUROESTE de TAPACHULA,14.6805,-92.6127,5,0.182974537,73,7,2014,CHIS,revisado,4,23
1411,67 km al SUROESTE de COYUCA DE BENITEZ,16.5248,-100.471,5.2,0.811273148,10,7,2014,GRO,revisado,19,28
1412,48 km al OESTE de CD HIDALGO,14.6177,-92.5902,5.3,0.939571759,70.6,7,2014,CHIS,revisado,22,32
1413,38 km al SUROESTE de ISLA,17.6988,-95.6373,6.4,0.240451389,117.2,7,2014,VER,revisado,5,46
1414,24 km al SUROESTE de TECPAN,17.1147,-100.823,5,0.806828704,16.2,8,2014,GRO,revisado,19,21
1415,49 km al SURESTE de SALINA CRUZ,15.833,-94.9128,5,0.976053241,26.3,8,2014,OAX,revisado,23,25
1416,76 km al ESTE de SANTA ROSALIA,27.456,-111.508,5.3,0.57380787,10,8,2014,BCS,revisado,13,46
1417,19 km al SUROESTE de PINOTEPA NACIONAL,16.2375,-98.1947,5.2,0.840046296,8.5,8,2014,OAX,revisado,20,9
1418,31 km al SUROESTE de PINOTEPA NACIONAL,16.1732,-98.2863,5.4,0.075115741,15,8,2014,OAX,revisado,1,48
1419,74 km al SURESTE de CD HIDALGO,14.0652,-91.8667,5,0.144247685,46,8,2014,CHIS,revisado,3,27
1420,259 km al OESTE de CIHUATLAN,18.687,-106.952,5.9,0.599282407,10,9,2014,JAL,revisado,14,22
1421,254 km al OESTE de CIHUATLAN,18.7542,-106.922,5,0.362592593,13.4,9,2014,JAL,revisado,8,42
1422,39 km al SUROESTE de PINOTEPA NACIONAL,16.1178,-98.3397,5.5,0.646273148,8,9,2014,OAX,revisado,15,30
1423,165 km al SUROESTE de MAPASTEPEC,14.2187,-93.7777,5.1,0.268888889,10,9,2014,CHIS,revisado,6,27
1424,103 km al SURESTE de SAN FELIPE,30.2138,-114.321,5.2,0.56068287,5.4,9,2014,BC,revisado,13,27
1425,130 km al SUROESTE de PIJIJIAPAN,14.665,-93.813,5.3,0.919328704,13.3,9,2014,CHIS,revisado,22,3
1426,53 km al SURESTE de SAYULA DE ALEMAN,17.4185,-94.822,5.6,0.594861111,145.8,10,2014,VER,revisado,14,16
1427,120 km al NORESTE de SAN JOSE DEL CABO,23.6963,-108.755,6.1,0.903344907,10,10,2014,BCS,revisado,21,40
1428,52 km al SUROESTE de SALINA CRUZ,16.027,-95.6517,5.6,0.490300926,10,10,2014,OAX,revisado,11,46
1429,54 km al SUROESTE de CD HIDALGO,14.5508,-92.6398,5.1,0.958263889,67.3,10,2014,CHIS,revisado,22,59
1430,372 km al SUROESTE de PUERTO VALLARTA,19.6283,-108.631,5.1,0.002835648,12.8,10,2014,JAL,revisado,0,4
1431,99 km al SUROESTE de MAPASTEPEC,14.6932,-93.4057,5.2,0.23599537,20,11,2014,CHIS,revisado,5,39
1432,103 km al SUR de MANZANILLO,18.1327,-104.457,5,0.271689815,10,11,2014,COL,revisado,6,31
1433,135 km al SURESTE de CD HIDALGO,13.6777,-91.4385,6.1,0.636516204,32,12,2014,CHIS,revisado,15,16
1434,120 km al ESTE de LA PAZ,24.3232,-109.149,5.2,0.031712963,12,12,2014,BCS,revisado,0,45
1435,50 km al NOROESTE de ARRIAGA ,16.381,-94.3417,5.1,0.969861111,111.3,1,2015,CHIS,revisado,23,16
1436,39 km al SUROESTE de PIJIJIAPAN,15.3885,-93.4002,5.5,0.0815625,86.4,1,2015,CHIS,revisado,1,57
1437,46 km al SURESTE de CACAHOATAN,14.8515,-91.7653,5.5,0.041585648,161.8,1,2015,CHIS,revisado,0,59
1438,142 km al OESTE de CIHUATLAN,19.1608,-105.91,5.5,0.41037037,15,2,2015,JAL,revisado,9,50
1439,260 km al SUROESTE de CIHUATLAN,18.643,-106.955,6.2,0.349456019,16,2,2015,JAL,revisado,8,23
1440,110 km al SUR de CD HIDALGO,13.689,-92.0138,5.1,0.671180556,40,2,2015,CHIS,revisado,16,6
1441,171 km al SURESTE de CD HIDALGO,13.4008,-91.2525,5.2,0.104236111,2,3,2015,CHIS,revisado,2,30
1442,145 km al SUROESTE de CD HIDALGO,13.6817,-93.0227,5.1,0.434444444,34.5,3,2015,CHIS,revisado,10,25
1443,40 km al SUR de CHIAUTLA DE TAPIA,17.9397,-98.6127,5.4,0.687604167,59.4,3,2015,PUE,revisado,16,30
1444,23 km al NOROESTE de MATIAS ROMERO,17.0213,-95.1868,5.6,0.581180556,112.9,4,2015,OAX,revisado,13,56
1445,165 km al SUROESTE de PIJIJIAPAN,14.5853,-94.2418,5.5,0.826597222,10,5,2015,CHIS,revisado,19,50
1446,48 km al SURESTE de CD HIDALGO,14.2915,-91.9595,5.2,0.628969907,83,5,2015,CHIS,revisado,15,5
1447,8 km al NOROESTE de UNION HIDALGO,16.5138,-94.896,5.6,0.454641204,88.2,6,2015,OAX,revisado,10,54
1448,31 km al SURESTE de PUERTO ESCONDIDO,15.6308,-96.9113,5,0.785543981,16,7,2015,OAX,revisado,18,51
1449,151 km al SUR de CD HIDALGO,13.3172,-92.2697,5.1,0.250821759,20,7,2015,CHIS,revisado,6,1
1450,80 km al SUROESTE de GUASAVE,24.881,-108.681,5.1,0.063541667,10,7,2015,SIN,revisado,1,31
1451,21 km al SUROESTE de TONALA,16.0297,-93.9455,5.8,0.175972222,89,8,2015,CHIS,revisado,4,13
1452,139 km al NORESTE de SAN JOSE DEL CABO,24.0832,-108.908,5.2,0.982662037,16,8,2015,BCS,revisado,23,35
1453,141 km al SUROESTE de NAVOLATO,24.1483,-108.913,5.1,0.077997685,10,8,2015,SIN,revisado,1,52
1454,13 km al SURESTE de MAPASTEPEC,15.347,-92.8188,5.3,0.502951389,105.7,9,2015,CHIS,revisado,12,4
1455,179 km al SUROESTE de PIJIJIAPAN,14.337,-94.1372,5.6,0.127696759,5,9,2015,CHIS,revisado,3,3
1456,161 km al SUROESTE de MAPASTEPEC,14.431,-93.9742,5.3,0.677893519,12.7,9,2015,CHIS,revisado,16,16
1457,104 km al SUROESTE de LOS MOCHIS,24.9908,-109.522,5.3,0.111539352,16.1,9,2015,SIN,revisado,2,40
1458,101 km al SUROESTE de LOS MOCHIS,24.972,-109.429,5.6,0.123321759,10,9,2015,SIN,revisado,2,57
1459,100 km al SUROESTE de LOS MOCHIS,25.0352,-109.533,6.6,0.134826389,8.2,9,2015,SIN,revisado,3,14
1460,108 km al SUROESTE de LOS MOCHIS,24.903,-109.422,5.3,0.143900463,28.1,9,2015,SIN,revisado,3,27
1461,140 km al ESTE de LA PAZ,24.1325,-108.933,5,0.3665625,20,9,2015,BCS,revisado,8,47
1462,26 km al SUROESTE de LA MIRA,17.8678,-102.504,5,0.418229167,23.3,9,2015,MICH,revisado,10,2
1463,22 km al NORTE de ZIHUATANEJO,17.8388,-101.523,5.5,0.517986111,49.5,9,2015,GRO,revisado,12,25
1464,28 km al ESTE de LAS GUACAMAYAS,18.0438,-101.947,5,0.366574074,18.9,10,2015,MICH,revisado,8,47
1465,18 km al SURESTE de TLACOLULA,16.8013,-96.4175,5,0.091168981,58.5,11,2015,OAX,revisado,2,11
1466,53 km al ESTE de SAN MARCOS,16.8895,-98.8985,5.6,0.612060185,25.6,11,2015,GRO,revisado,14,41
1467,37 km al SUR de TONALA,15.7558,-93.7005,6.6,0.576319444,91.4,12,2015,CHIS,revisado,13,49
1468,103 km al SURESTE de CRUCECITA,15.1543,-95.4192,5,0.304791667,20,1,2016,OAX,revisado,7,18
1469,295 km al OESTE de CIHUATLAN,18.7003,-107.304,5.3,0.663078704,36.3,1,2016,JAL,revisado,15,54
1470,258 km al OESTE de CIHUATLAN,18.8158,-106.977,6.5,0.504837963,10,1,2016,JAL,revisado,12,6
1471,86 km al SUROESTE de MAPASTEPEC,14.7523,-93.2528,5.2,0.261990741,76,3,2016,CHIS,revisado,6,17
1472,50 km al NORTE de MATIAS ROMERO,17.3198,-94.9565,5.1,0.2346875,130,3,2016,OAX,revisado,5,37
1473,164 km al SUR de SALINA CRUZ,14.7352,-94.873,5.3,0.408622685,23.3,3,2016,OAX,revisado,9,48
1474,117 km al SURESTE de SAN FELIPE,30.1163,-114.215,5.1,0.758935185,10,3,2016,BC,revisado,18,12
1475,13 km al ESTE de S PEDRO POCHUTLA,15.7297,-96.347,5.5,0.091203704,37.3,4,2016,OAX,revisado,2,11
1476,161 km al SUR de CD HIDALGO,13.2542,-92.458,6.1,0.382916667,12,4,2016,CHIS,revisado,9,11
1477,104 km al SUROESTE de HUIXTLA,14.535,-93.2128,6,0.088333333,10.4,4,2016,CHIS,revisado,2,7
1478,137 km al SUROESTE de HUIXTLA,14.2902,-93.3883,6,0.327291667,20,4,2016,CHIS,revisado,7,51
1479,837 km al SUROESTE de TECPAN,10.271,-103.715,6.6,0.856701389,10,4,2016,GRO,revisado,20,33
1480,250 km al OESTE de CIHUATLAN,18.7077,-106.873,5.5,0.727164352,5,5,2016,JAL,revisado,17,27
1481,134 km al SUROESTE de CIHUATLAN,18.3317,-105.4,5.6,0.804571759,5,5,2016,JAL,revisado,19,18
1482,132 km al SUROESTE de CIHUATLAN,18.313,-105.348,5.1,0.8375,14.2,5,2016,JAL,revisado,20,6
1483,19 km al ESTE de PINOTEPA NACIONAL,16.323,-97.8773,6,0.10693287,7.4,5,2016,OAX,revisado,2,33
1484,35 km al OESTE de CINTALAPA,16.641,-94.0408,5.3,0.597673611,130.1,5,2016,CHIS,revisado,14,20
1485,210 km al SUROESTE de CIHUATLAN,17.8533,-105.918,5.1,0.146053241,16.1,6,2016,JAL,revisado,3,30
1486,171 km al SUROESTE de CIHUATLAN,18.1385,-105.698,5.6,0.891053241,6.2,6,2016,JAL,revisado,21,23
1487,67 km al SUROESTE de LAS CHOAPAS,17.345,-94.313,5,0.589050926,159.8,6,2016,VER,revisado,14,8
1488,131 km al SUROESTE de CIHUATLAN,18.2838,-105.306,6.1,0.244166667,8.7,6,2016,JAL,revisado,5,51
1489,124 km al SUROESTE de CIHUATLAN,18.4083,-105.349,5.5,0.248599537,11.6,6,2016,JAL,revisado,5,57
1490,86 km al SURESTE de CD HIDALGO,13.9807,-91.8098,5.3,0.365902778,71.3,6,2016,CHIS,revisado,8,46
1491,16 km al SURESTE de PINOTEPA NACIONAL,16.208,-98.003,5.7,0.660081019,4.4,6,2016,OAX,revisado,15,50
1492,49 km al SUROESTE de CD HIDALGO,14.5628,-92.5948,5,0.584895833,71.9,7,2016,CHIS,revisado,14,2
1493,26 km al SUROESTE de TLAPA,17.4812,-98.8102,5,0.363032407,56,7,2016,GRO,revisado,8,42
1494,10 km al OESTE de PINOTEPA NACIONAL,16.3647,-98.1468,5.1,0.587766204,16.1,7,2016,OAX,revisado,14,6
1495,420 km al SUROESTE de CD LAZARO CARDENAS,14.466,-103.758,5.4,0.161006944,20,7,2016,MICH,revisado,3,51
1496,70 km al SUR de PINOTEPA NACIONAL,15.719,-98.1613,5.1,0.84900463,18.5,7,2016,OAX,revisado,20,22
1497,88 km al SURESTE de CD HIDALGO,13.987,-91.7395,5,0.370289352,14.2,7,2016,CHIS,revisado,8,53
1498,27 km al NOROESTE de PIJIJIAPAN,15.8418,-93.4022,5,0.279525463,108.1,8,2016,CHIS,revisado,6,42
1499,28 km al NORTE de MATIAS ROMERO,17.1142,-94.9798,5.3,0.365787037,52,9,2016,OAX,revisado,8,46
1500,77 km al SUROESTE de AHOME,25.5157,-109.801,5.3,0.954988426,10,10,2016,SIN,revisado,22,55
1501,50 km al SUROESTE de CIHUATLAN,18.821,-104.742,5.6,0.749641204,13.5,10,2016,JAL,revisado,17,59
1502,33 km al SUROESTE de TONALA,15.87,-93.9617,5,0.90994213,94.9,11,2016,CHIS,revisado,21,50
1503,80 km al SUROESTE de PIJIJIAPAN,15.0547,-93.5717,5.1,0.425138889,49.8,12,2016,CHIS,revisado,10,12
1504,17 km al SUROESTE de OMETEPEC,16.5988,-98.5352,5,0.185393519,39.2,1,2017,GRO,revisado,4,26
1505,33 km al SUR de JALTIPAN DE MORELOS,17.6748,-94.6402,5.1,0.621273148,169.1,1,2017,VER,revisado,14,54
1506,23 km al NORESTE de ACAPULCO,16.9978,-99.7322,5,0.062152778,8.5,2,2017,GRO,revisado,1,29
1507,52 km al SUROESTE de TONALA,15.7205,-94.0668,5,0.612083333,92.5,2,2017,CHIS,revisado,14,41
1508,36 km al NOROESTE de MATIAS ROMERO,17.0723,-95.314,5.2,0.192893519,102,3,2017,OAX,revisado,4,37
1509,94 km al OESTE de AHOME,25.7805,-110.102,5.5,0.385694444,13.4,3,2017,SIN,revisado,9,15
1510,11 km al SURESTE de PIJIJIAPAN,15.592,-93.1777,5.3,0.165335648,101.5,3,2017,CHIS,revisado,3,58
1511,48 km al SURESTE de SAN MARCOS,16.5035,-99.061,5,0.34318287,16.1,5,2017,GRO,revisado,8,14
1512,345 km al SUROESTE de MANZANILLO,16.0778,-105.309,5,0.3278125,10,5,2017,COL,revisado,7,52
1513,405 km al SUROESTE de ZIHUATANEJO,14.3355,-103.177,5.3,0.176006944,10,5,2017,GRO,revisado,4,13
1514,211 km al SUROESTE de MANZANILLO,17.4888,-105.463,5.6,0.043194444,10,5,2017,COL,revisado,1,2
1515,64 km al NOROESTE de CINTALAPA,17.0312,-94.2065,5.7,0.540821759,148,5,2017,CHIS,revisado,12,58
1516,27 km al NOROESTE de ZIHUATANEJO,17.853,-101.689,5.1,0.642696759,40,5,2017,GRO,revisado,15,25
1517,62 km al NOROESTE de CINTALAPA,17.0328,-94.1822,5.4,0.796550926,145.1,5,2017,CHIS,revisado,19,7
1518,137 km al SUROESTE de CD HIDALGO,13.9573,-93.1893,5.3,0.703680556,5,5,2017,CHIS,revisado,16,53
1519,127 km al SUROESTE de CD HIDALGO,13.9847,-93.0938,5.2,0.012048611,13,5,2017,CHIS,revisado,0,17
1520,139 km al SUROESTE de CD HIDALGO,14.024,-93.2508,5.5,0.574664352,10.2,6,2017,CHIS,revisado,13,47
1521,128 km al SUROESTE de CD HIDALGO,14.2075,-93.2342,5,0.682673611,5,6,2017,CHIS,revisado,16,23
1522,129 km al SUROESTE de CD HIDALGO,13.5543,-92.4862,5.2,0.984282407,10,6,2017,CHIS,revisado,23,37
1523,132 km al SUROESTE de CD HIDALGO,13.547,-92.5288,5.1,0.683449074,10,6,2017,CHIS,revisado,16,24
1524,148 km al SUROESTE de CD HIDALGO,13.9842,-93.3278,5.6,0.068599537,10,6,2017,CHIS,revisado,1,38
1525,19 km al NOROESTE de CD HIDALGO,14.7282,-92.3167,6.9,0.103518519,107.1,6,2017,CHIS,revisado,2,29
1526,18 km al SURESTE de CD HIDALGO,14.5483,-92.0493,5.2,0.119918981,93.8,6,2017,CHIS,revisado,2,52
1527,111 km al SUROESTE de CD HIDALGO,13.8292,-92.7075,5.2,0.676990741,92.4,6,2017,CHIS,revisado,16,14
1528,84 km al SUROESTE de PUERTO ESCONDIDO,15.1833,-97.4093,5,0.79087963,16,6,2017,OAX,revisado,18,58
1529,39 km al SUR de ATOYAC DE ALVAREZ,16.8533,-100.451,5.3,0.010555556,5.7,8,2017,GRO,revisado,0,15
1530,84 km al SUR de CD HIDALGO,13.9202,-92.1783,5.2,0.770127315,10.7,8,2017,CHIS,revisado,18,28
1531,103 km al SUROESTE de MAPASTEPEC,14.705,-93.4713,5,0.374768519,16.9,8,2017,CHIS,revisado,8,59
1532,57 km al SUR de CD HIDALGO,14.1678,-92.2385,5.2,0.03380787,26.6,8,2017,CHIS,revisado,0,48
1533,140 km al SUROESTE de PIJIJIAPAN,14.761,-94.103,8.2,0.99255787,45.9,9,2017,CHIS,revisado,23,49
1534,48 km al SURESTE de SALINA CRUZ,15.7722,-95.0515,5,0.267997685,9.9,9,2017,OAX,revisado,6,25
1535,19 km al SUR de SALINA CRUZ,16.0142,-95.2013,5.3,0.581516204,64.4,9,2017,OAX,revisado,13,57
1536,107 km al SUR de SALINA CRUZ,15.2138,-95.1705,5,0.905277778,16.1,9,2017,OAX,revisado,21,43
1537,86 km al SURESTE de SALINA CRUZ,15.744,-94.532,5.2,0.922384259,35.2,9,2017,OAX,revisado,22,8
1538,140 km al SUROESTE de PIJIJIAPAN,14.7448,-94.0787,5.6,0.996400463,23.4,9,2017,CHIS,revisado,23,54
1539,62 km al SURESTE de SALINA CRUZ,15.6415,-95.0455,5,0.058564815,17,9,2017,OAX,revisado,1,24
1540,83 km al SURESTE de SALINA CRUZ,15.546,-94.7878,5,0.285300926,19.3,9,2017,OAX,revisado,6,50
1541,52 km al SURESTE de SALINA CRUZ,15.7908,-94.9293,5.4,0.303935185,55.7,9,2017,OAX,revisado,7,17
1542,62 km al SUR de SALINA CRUZ,15.6373,-95.0492,5,0.437592593,41.1,9,2017,OAX,revisado,10,30
1543,76 km al SURESTE de SALINA CRUZ,15.5595,-94.899,5,0.643240741,36.4,9,2017,OAX,revisado,15,26
1544,120 km al SURESTE de SALINA CRUZ,15.2322,-94.664,5.8,0.921770833,19.2,9,2017,OAX,revisado,22,7
1545,91 km al SURESTE de SALINA CRUZ,15.4808,-94.7593,5.1,0.152511574,52.9,9,2017,OAX,revisado,3,39
1546,124 km al SURESTE de SALINA CRUZ,15.2508,-94.5488,5.2,0.413865741,16.1,9,2017,OAX,revisado,9,55
1547,118 km al SUROESTE de PIJIJIAPAN,15.002,-94.058,5.6,0.67306713,16.1,9,2017,CHIS,revisado,16,9
1548,148 km al SUROESTE de TONALA,15.0002,-94.555,5.2,0.842025463,29,9,2017,CHIS,revisado,20,12
1549,117 km al SUROESTE de PIJIJIAPAN,14.9748,-94.0125,5.5,0.006064815,24.9,9,2017,CHIS,revisado,0,8
1550,99 km al SURESTE de SALINA CRUZ,15.3738,-94.7953,5,0.630208333,16.5,9,2017,OAX,revisado,15,7
1551,130 km al SURESTE de SALINA CRUZ,15.1547,-94.6012,5,0.876145833,21,9,2017,OAX,revisado,21,1
1552,73 km al SUROESTE de PIJIJIAPAN,15.2148,-93.6858,5,0.006608796,54.6,9,2017,CHIS,revisado,0,9
1553,90 km al SUR de SALINA CRUZ,15.372,-95.2813,5.3,0.688043981,33.4,9,2017,OAX,revisado,16,30
1554,172 km al SUROESTE de PIJIJIAPAN,14.6352,-94.3842,5.2,0.266180556,5,9,2017,CHIS,revisado,6,23
1555,53 km al SUR de SALINA CRUZ,15.704,-95.2512,5,0.505011574,20,9,2017,OAX,revisado,12,7
1556,139 km al SURESTE de SALINA CRUZ,14.9842,-94.8168,5.1,0.607962963,10,9,2017,OAX,revisado,14,35
1557,60 km al SUR de SALINA CRUZ,15.643,-95.262,5,0.04712963,9.9,9,2017,OAX,revisado,1,7
1558,112 km al SURESTE de SALINA CRUZ,15.2562,-94.7672,5.8,0.388356481,15,9,2017,OAX,revisado,9,19
1559,136 km al SURESTE de SALINA CRUZ,14.9975,-94.8503,5.2,0.619085648,13.9,9,2017,OAX,revisado,14,51
1560,88 km al SURESTE de SALINA CRUZ,15.5117,-94.7553,5,0.085393519,17.5,9,2017,OAX,revisado,2,2
1561,160 km al SUROESTE de TONALA,14.7945,-94.4245,5.6,0.12025463,11.4,9,2017,CHIS,revisado,2,53
1562,8 km al NOROESTE de CHIAUTLA DE TAPIA,18.3297,-98.6712,7.1,0.551840278,51.2,9,2017,PUE,revisado,13,14
1563,145 km al SURESTE de SALINA CRUZ,14.921,-94.8352,5,0.675844907,13,9,2017,OAX,revisado,16,13
1564,80 km al SUROESTE de PIJIJIAPAN,15.0585,-93.5768,5.1,0.235717593,52.4,9,2017,CHIS,revisado,5,39
1565,123 km al NORESTE de SAN JOSE DEL CABO,23.5463,-108.63,5.1,0.0234375,14.4,9,2017,BCS,revisado,0,33
1566,122 km al SURESTE de SALINA CRUZ,15.2525,-94.586,5.8,0.234780093,35,9,2017,OAX,revisado,5,38
1567,9 km al SUROESTE de CD IXTEPEC,16.496,-95.146,6.1,0.328483796,10,9,2017,OAX,revisado,7,53
1568,4 km al NORESTE de JUCHITAN DE ZARAGOZA,16.4523,-94.9925,5,0.397071759,10,9,2017,OAX,revisado,9,31
1569,127 km al SUROESTE de TONALA,15.0823,-94.3375,5.8,0.212592593,15.8,9,2017,CHIS,revisado,5,6
1570,98 km al SURESTE de SALINA CRUZ,15.5395,-94.5627,5,0.770497685,16.1,9,2017,OAX,revisado,18,29
1571,171 km al SUROESTE de PIJIJIAPAN,14.6185,-94.3575,5.5,0.958564815,16.1,9,2017,CHIS,revisado,23,0
1572,169 km al SUROESTE de PIJIJIAPAN,14.6262,-94.3393,5.2,0.981388889,6.7,9,2017,CHIS,revisado,23,33
1573,125 km al SUROESTE de TONALA,15.1513,-94.4072,5,0.701921296,17.9,9,2017,CHIS,revisado,16,50
1574,30 km al SURESTE de SALINA CRUZ,15.9478,-95.0472,5.5,0.806215278,57.2,10,2017,OAX,revisado,19,20
1575,46 km al SUR de PINOTEPA NACIONAL,15.9297,-98.1082,5,0.499236111,5,10,2017,OAX,revisado,11,58
1576,118 km al SURESTE de SALINA CRUZ,15.2618,-94.6405,5.1,0.968009259,16.2,10,2017,OAX,revisado,23,13
1577,214 km al SUROESTE de CIHUATLAN,18.7108,-106.519,5.6,0.244513889,16.2,11,2017,JAL,revisado,5,52
1578,62 km al SUR de CD HIDALGO,14.1267,-92.0787,5.2,0.508668981,20.3,11,2017,CHIS,revisado,12,12
1579,102 km al SURESTE de SALINA CRUZ,15.4023,-94.6888,5.1,0.28818287,18.2,11,2017,OAX,revisado,6,54
1580,130 km al SUROESTE de PIJIJIAPAN,14.9687,-94.1698,5.2,0.463449074,57.4,11,2017,CHIS,revisado,11,7
1581,52 km al SURESTE de SALINA CRUZ,15.7935,-94.9275,5.1,0.553854167,16,11,2017,OAX,revisado,13,17
1582,191 km al SUROESTE de MAPASTEPEC,14.2082,-94.1303,5.2,0.925798611,10.1,11,2017,CHIS,revisado,22,13
1583,54 km al SURESTE de CD HIDALGO,14.5488,-91.6677,5,0.130358796,107.6,12,2017,CHIS,revisado,3,7
1584,57 km al SUROESTE de PINOTEPA NACIONAL,15.9293,-98.3788,5.2,0.891342593,15,12,2017,OAX,revisado,21,23
1585,14 km al NORESTE de ACAPULCO,16.9863,-99.8452,5,0.59943287,21.7,12,2017,GRO,revisado,14,23
1586,114 km al SUR de CD HIDALGO,13.6525,-92.218,5.2,0.154618056,15,12,2017,CHIS,revisado,3,42
1587,77 km al NORESTE de LORETO,26.6672,-111.079,6.3,0.428993056,16.1,1,2018,BCS,revisado,10,17
1588,27 km al SUR de S PEDRO POCHUTLA,15.499,-96.445,5,0.13962963,17.6,2,2018,OAX,revisado,3,21
1589,41 km al SUROESTE de CIHUATLAN,18.9507,-104.809,5.9,0.337361111,3.5,2,2018,JAL,revisado,8,5
1590,17 km al SUROESTE de HUIXTLA,14.9937,-92.513,5.1,0.211261574,103.5,2,2018,CHIS,revisado,5,4
1591,55 km al SURESTE de CRUCECITA,15.3193,-95.91,5,0.107997685,3.4,2,2018,OAX,revisado,2,35
1592,14 km al SURESTE de PINOTEPA NACIONAL,16.218,-98.0135,7.2,0.735868056,16,2,2018,OAX,revisado,17,39
1593,55 km al SUR de PINOTEPA NACIONAL,15.8438,-97.9887,5.9,0.775590278,24.3,2,2018,OAX,revisado,18,36
1594,40 km al OESTE de RIO GRANDE,16.0715,-97.8015,5.2,0.912986111,10,2,2018,OAX,revisado,21,54
1595,10 km al SUROESTE de PINOTEPA NACIONAL,16.262,-98.1053,5.3,0.646331019,12.5,2,2018,OAX,revisado,15,30
1596,31 km al SURESTE de PINOTEPA NACIONAL,16.2477,-97.775,6,0.039560185,10.2,2,2018,OAX,revisado,0,56
1597,88 km al SURESTE de SALINA CRUZ,15.4575,-94.8472,5.1,0.01994213,18.1,2,2018,OAX,revisado,0,28
1598,128 km al SUROESTE de TONALA,15.0718,-94.3358,5,0.424664352,19.3,2,2018,CHIS,revisado,10,11
1599,68 km al SUROESTE de RIO GRANDE,15.6685,-97.9603,5,0.988611111,17.5,2,2018,OAX,revisado,23,43
1600,85 km al SUROESTE de PINOTEPA NACIONAL,15.948,-98.7318,5,0.447164352,14.6,3,2018,OAX,revisado,10,43
1601,78 km al SUROESTE de PINOTEPA NACIONAL,16.0222,-98.7022,5.3,0.490902778,12,3,2018,OAX,revisado,11,46
1602,141 km al ESTE de SAN JOSE DEL CABO,22.8325,-108.355,5,0.682928241,10,4,2018,BCS,revisado,16,23
1603,73 km al SUR de SALINA CRUZ,15.5382,-95.0407,5.5,0.104606481,14.5,4,2018,OAX,revisado,2,30
1604,15 km al NOROESTE de MATIAS ROMERO,16.98,-95.1228,5,0.507418981,104.5,5,2018,OAX,revisado,12,10
1605,25 km al SUROESTE de ARCELIA,18.1868,-100.479,5.1,0.389224537,53,5,2018,GRO,revisado,9,20
1606,50 km al NOROESTE de OMETEPEC,17.0585,-98.6643,5,0.885648148,36.2,5,2018,GRO,revisado,21,15
1607,62 km al SUROESTE de TONALA,15.6215,-94.0853,5.2,0.543275463,76,6,2018,CHIS,revisado,13,2
1608,105 km al SURESTE de SALINA CRUZ,15.4002,-94.6472,5.1,0.178229167,24.1,6,2018,OAX,revisado,4,16
1609,84 km al SUROESTE de CIHUATLAN,18.879,-105.271,5.9,0.956122685,15.7,6,2018,JAL,revisado,22,56
1610,80 km al SUROESTE de COALCOMAN,18.14,-103.52,5.1,0.162928241,5,7,2018,MICH,revisado,3,54
1611,10 km al SUROESTE de H HUAJUAPAN DE LEON,17.7213,-97.8123,5.9,0.355497685,55.6,7,2018,OAX,revisado,8,31
1612,62 km al SURESTE de SAYULA DE ALEMAN,17.3777,-94.6972,5,0.319212963,150.4,7,2018,VER,revisado,7,39
